what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375053617860
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375053618968
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375053619122
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375053868989
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375053870451
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375053960881
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375054034923
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375054104823
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1375054197202
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375054207576
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375054207629
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375054208207
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375054210619
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1375054230015
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1375054230360
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1375054230695
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1375054231365
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375054259643
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375054437088
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375054442651
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375054693526
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375054727994
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375054783494
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375054906883
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375055166039
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375055209446
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375055369759
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375055511645
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375055830096
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375055976283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375055976411
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375055976499
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375055977603
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375055991531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375055994251
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375055996705
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056076787
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056102991
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375056108135
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375056138162
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1375056148002
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1375056148055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056189580
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056684281
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056689435
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056692290
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375056701557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056739259
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056742902
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056758875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056759003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056759086
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056760357
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056782676
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056834777
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375056841229
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375056862304
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056863714
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056912365
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056969227
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375056979207
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375057015451
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375057016721
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375057027283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375057247007
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375057248163
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375057575807
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375057580579
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375057631750
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375057674512
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375057674646
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375057696013
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375057714051
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375057726516
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375057771406
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375057894002
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375057908938
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375057909127
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1375057916779
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375057945194
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375057960573
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375058198731
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375058198922
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375058199020
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.ui"".",1375058200206
error,log,,,"Internal error while inferring type arguments in 'TwoFourTree.java'.",1375058200212
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1375058200411
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375058208585
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375058210709
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375058229995
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375058230160
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375058230338
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375058236584
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375058240075
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375058243493
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375058254788
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375058271447
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375058274150
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375058278032
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375058353235
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375058480159
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375058482691
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375058796576
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375058817230
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375058818850
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1375058819049
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375058819820
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375058820576
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375058821628
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375058822426
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375058823756
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375058963416
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059004539
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059160720
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059184612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059218330
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059425372
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059437639
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059551132
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059592230
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059639531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059645000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059718492
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059764252
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059765532
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059843013
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059926168
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375059972171
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060017315
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060032820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060032961
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060033070
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060034539
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375060036954
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060038240
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060044715
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060044859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060055244
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060111199
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060234798
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060256715
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060256841
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060261327
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060261449
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060261960
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060263833
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060267197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060267330
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060278981
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060280858
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375060287008
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060288410
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060294577
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060311482
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375060316331
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060334253
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060342136
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060344623
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060344786
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060344869
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060368338
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060374514
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375060376342
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060378094
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060380616
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060385763
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060387013
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060388181
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060398086
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375060410461
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060411370
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060439076
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060439153
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060455939
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060456939
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060473602
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060510618
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060510809
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060517768
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060526202
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060527000
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060527638
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060534625
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060536102
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060552658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060552807
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060559080
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375060560529
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060561386
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060567643
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060567761
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060578403
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060579205
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060592822
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060595240
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1375060606284
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060615932
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060617325
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060617472
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375060617482
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375060618691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375060642638
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375060652853
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060662395
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060665967
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060668179
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060674759
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375060687088
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060808217
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060916422
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060972155
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375060999911
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061000485
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061001491
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061001499
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061002270
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061008257
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061488487
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061575315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061575505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061575583
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061581227
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1375061613476
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375061617556
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061632747
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061680518
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061681043
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061695342
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375061844003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375061855408
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375063947009
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375063947181
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375063948732
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375063949068
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1375063949873
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1375063949891
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1375063949952
